"key","source","target"
"entities.hero.interactionHint","Press [interact] to <color=#F2E6BD>interact with (PLAYER)</color>.","Press [interact] to <color=#F2E6BD>interact with (PLAYER)</color>."
"entities.hero.resurrectHeroHint","Hold [interact] to <color=#F2E6BD>resurrect (PLAYER)</color>.","Hold [interact] to <color=#F2E6BD>resurrect (PLAYER)</color>."
"entities.hero.resurrectHeroHintShort","Resurrect","Resurrect"
"entities.interactives.bossBattle.bossGateData.assetCanCrossHintRecordRef","Press [interact] to <color=#F2E6BD>traverse the fog</color>.","Press [interact] to <color=#F2E6BD>traverse the fog</color>."
"entities.interactives.bountyBoard.bountyBoardInteractable.assetInteractionHintRef","Press [interact] to  read the <color=#F2E6BD>Bounty Board</color>.","Press [interact] to  read the <color=#F2E6BD>Bounty Board</color>."
"entities.interactives.chests.chest.chestData.assetGrabHintTextRecordRef","Press [interact] to <color=#F2E6BD>inspect the chest</color>.","Press [interact] to <color=#F2E6BD>inspect the chest</color>."
"entities.interactives.chests.chest.chestData.assetHintTextRecordRef","Press [interact] to <color=#F2E6BD>open the chest</color>.","Press [interact] to <color=#F2E6BD>open the chest</color>."
"entities.interactives.chests.chest.communityChestData.assetContainerNameRef","Community Chest","Community Chest"
"entities.interactives.chests.chest.communityChestData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>open the community chest</color>.","Press [interact] to <color=#F2E6BD>open the community chest</color>."
"entities.interactives.chests.chest.droppedItemBagData.assetCannotInteractHintRef","Cannot open bag, <color=#F2E6BD>it belongs to someone else</color>.","Cannot open bag, <color=#F2E6BD>it belongs to someone else</color>."
"entities.interactives.chests.chest.droppedItemBagData.assetInteractHintRef","Press [interact] to <color=#F2E6BD>open your item bag</color>.","Press [interact] to <color=#F2E6BD>open your item bag</color>."
"entities.interactives.chests.dynamicChests.shinyDynamicData.assetHintTextRecordRef","Press [interact] to <color=#F2E6BD>collect loot</color>.","Press [interact] to <color=#F2E6BD>collect loot</color>."
"entities.interactives.discoverableNotes.interactionHint","Press [interact] to <color=#F2E6BD>Read Note </color>.","Press [interact] to <color=#F2E6BD>Read Note </color>."
"entities.interactives.discoverableNotes.name","Note","Note"
"entities.interactives.doors.bridgeData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>kick down the bridge</color>.","Press [interact] to <color=#F2E6BD>kick down the bridge</color>."
"entities.interactives.doors.doorData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>open the door</color>.","Press [interact] to <color=#F2E6BD>open the door</color>."
"entities.interactives.doors.kickdownStatueData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>kick down the statue</color>.","Press [interact] to <color=#F2E6BD>kick down the statue</color>."
"entities.interactives.fireplaces.fireplaceData.assetEnemiesNearbyHintRecordRef","Can't <color=orange>rest at the fire pit. Enemies</color> are nearby.","Can't <color=orange>rest at the fire pit. Enemies</color> are nearby."
"entities.interactives.fireplaces.fireplaceData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>cook at the fire pit</color>.","Press [interact] to <color=#F2E6BD>cook at the fire pit</color>."
"entities.interactives.furniture.chairs.chairData.assetHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color>.","Press [interact] to <color=#F2E6BD>sit</color>."
"entities.interactives.generalInteractives.cerimWhisperData.assetInteractionHintActivatedRecordRef","Press [interact] to <color=#F2E6BD>channel the Cerim Whisper</color>.","Press [interact] to <color=#F2E6BD>channel the Cerim Whisper</color>."
"entities.interactives.generalInteractives.chooseHelmetRewardInteractableA.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Choose Captain's Helmet </color>.","Press [interact] to <color=#F2E6BD>Choose Captain's Helmet </color>."
"entities.interactives.generalInteractives.chooseHelmetRewardInteractableB.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Choose Cleric's Helmet </color>.","Press [interact] to <color=#F2E6BD>Choose Cleric's Helmet </color>."
"entities.interactives.generalInteractives.chooseHelmetRewardInteractableC.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Choose Plague Doctor's Helmet </color>.","Press [interact] to <color=#F2E6BD>Choose Plague Doctor's Helmet </color>."
"entities.interactives.generalInteractives.creepHeartDestroy","Press [interact] to <color=#F2E6BD>destroy Blight with Dire Nettle Spores</color>.","Press [interact] to <color=#F2E6BD>destroy Blight with Dire Nettle Spores</color>."
"entities.interactives.generalInteractives.eggPickupInteractable.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Pick Up Egg</color>.","Press [interact] to <color=#F2E6BD>Pick Up Egg</color>."
"entities.interactives.generalInteractives.fallenEmberOfferingGeneralInteractable.assetCrucibleRunInProgressHintRef","Crucible run is already in progress","Crucible run is already in progress"
"entities.interactives.generalInteractives.fallenEmberOfferingGeneralInteractable.assetInteractionFailedHintRef","Offering made, enter pool to start crucible run.","Offering made, enter pool to start crucible run."
"entities.interactives.generalInteractives.fallenEmberOfferingGeneralInteractable.assetInteractionHintRef","Press [interact] to make an <color=#F2E6BD>Offering</color>.","Press [interact] to make an <color=#F2E6BD>Offering</color>."
"entities.interactives.generalInteractives.listenInteractable.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>listen</color>.","Press [interact] to <color=#F2E6BD>listen</color>."
"entities.interactives.generalInteractives.noteInteractableBigRadius.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>read the note</color>.","Press [interact] to <color=#F2E6BD>read the note</color>."
"entities.interactives.generalInteractives.pickupPendantTasksPickup.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Pick Up Pendant</color>.","Press [interact] to <color=#F2E6BD>Pick Up Pendant</color>."
"entities.interactives.generalInteractives.plagueStatueInteractable.assetInteractionRecordRef","Press [interact] to reset the world's plague level!","Press [interact] to reset the world's plague level!"
"entities.interactives.generalInteractives.readableInteractable.assetInteractionHintRef","Press [interact] to read","Press [interact] to read"
"entities.interactives.generalInteractives.rebirthStatueInteractable.assetInteractionRecordRef","Press [interact] to reset your stats and get a permanent buff!","Press [interact] to reset your stats and get a permanent buff!"
"entities.interactives.generalInteractives.rebirthStatueInteractable.assetPlagueLevelTooHighRecordRef","Global plague level is too high to rebirth.","Global plague level is too high to rebirth."
"entities.interactives.generalInteractives.rebirthStatueInteractable.assetPlayerHasEquipmentRecordRef","Must have no equipment equipped to use this statue!","Must have no equipment equipped to use this statue!"
"entities.interactives.generalInteractives.rebirthStatueInteractable.assetPlayerLevelTooLowRecordRef","You must be at least level {0} to rebirth.","You must be at least level {0} to rebirth."
"entities.interactives.generalInteractives.removeChainsInteractable.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>Remove Chains</color>.","Press [interact] to <color=#F2E6BD>Remove Chains</color>."
"entities.interactives.genericPickup.genericPickupData.assetHintTextRecordRef","Press [interact] to <color=#F2E6BD>grab items</color>.","Press [interact] to <color=#F2E6BD>grab items</color>."
"entities.interactives.ladders.ladderData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>kick down the ladder</color>.","Press [interact] to <color=#F2E6BD>kick down the ladder</color>."
"entities.interactives.levelInteractives.kestrelEggAltar.useItemHint","Press [interact] to <color=#F2E6BD>use the Kestrel's Egg</color>.","Press [interact] to <color=#F2E6BD>use the Kestrel's Egg</color>."
"entities.interactives.levelInteractives.levers.brokenWallLever.brokenWallLeverData.assetHintTextRecordRef","Press [interact] to <color=#F2E6BD>pull lever</color>.","Press [interact] to <color=#F2E6BD>pull lever</color>."
"entities.interactives.levelInteractives.levers.lever.leverGridData.assetHintTextRecordRef","Press [interact] to <color=#F2E6BD>open the grate</color>.","Press [interact] to <color=#F2E6BD>open the grate</color>."
"entities.interactives.levelInteractives.levers.pushCog.pushCogActionData.assetHintTextRecordRef"," <color=#F2E6BD>Move</color> in a direction or release [interact] to <color=#F2E6BD>let go of the wheel</color>."," <color=#F2E6BD>Move</color> in a direction or release [interact] to <color=#F2E6BD>let go of the wheel</color>."
"entities.interactives.levelInteractives.levers.pushCog.pushCogData.assetHintTextRecordRef","Hold [interact] to <color=#F2E6BD>grab the wheel</color>.","Hold [interact] to <color=#F2E6BD>grab the wheel</color>."
"entities.interactives.levelInteractives.pushPullBlock.pushPullBlockData.assetHintTextRecordRef","Press [hold] to <color=#F2E6BD>move the block</color>.","Press [hold] to <color=#F2E6BD>move the block</color>."
"entities.interactives.npcGroupData.assetInteractionHintRef","Press [interact] to <color=#F2E6BD>talk</color>.","Press [interact] to <color=#F2E6BD>talk</color>."
"entities.interactives.resourceNodes.digSpotResourceData.assetHasBrokenToolHintRecordRef","Your equipped shovel is<color=""red""> broken</color>, repair it to <color=#F2E6BD>dig</color>.","Your equipped shovel is<color=""red""> broken</color>, repair it to <color=#F2E6BD>dig</color>."
"entities.interactives.resourceNodes.digSpotResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD>dig using your shovel</color>.","Press [interact] to <color=#F2E6BD>dig using your shovel</color>."
"entities.interactives.resourceNodes.digSpotResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Shovel</color> equipped to <color=#F2E6BD>dig</color>.","Press [interact] with a <color=#F2E6BD>Shovel</color> equipped to <color=#F2E6BD>dig</color>."
"entities.interactives.resourceNodes.digSpotResourceData.assetRegeneratingRecordRef","This resource <color=#F2E6BD>has been depleted</color>.","This resource <color=#F2E6BD>has been depleted</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCopperOreResourceData.assetHasBrokenToolHintRecordRef","Your equipped pickaxe is<color=""red""> broken</color>, repair it to <color=#F2E6BD>mine the ore</color>.","Your equipped pickaxe is<color=""red""> broken</color>, repair it to <color=#F2E6BD>mine the ore</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCopperOreResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD>mine the ore using a pickaxe</color>.","Press [interact] to <color=#F2E6BD>mine the ore using a pickaxe</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCopperOreResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Pickaxe</color> equipped to <color=#F2E6BD>mine the ore</color>.","Press [interact] with a <color=#F2E6BD>Pickaxe</color> equipped to <color=#F2E6BD>mine the ore</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCuttableTreeResourceData.assetHasBrokenToolHintRecordRef","Your equipped axe is<color=""red""> broken</color>, repair it to <color=#F2E6BD>chop down the tree</color>.","Your equipped axe is<color=""red""> broken</color>, repair it to <color=#F2E6BD>chop down the tree</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCuttableTreeResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD>chop down the tree using axe</color>.","Press [interact] to <color=#F2E6BD>chop down the tree using axe</color>."
"entities.interactives.resourceNodes.dynamic.dynamicCuttableTreeResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Woodcutter's Axe</color> equipped to <color=#F2E6BD>cut down this tree</color>.","Press [interact] with a <color=#F2E6BD>Woodcutter's Axe</color> equipped to <color=#F2E6BD>cut down this tree</color>."
"entities.interactives.resourceNodes.dynamic.dynamicFishingSpotResourceData.assetHasBrokenToolHintRecordRef","Your equipped fishing rod is<color=""red""> broken</color>, repair it to <color=#F2E6BD>catch some fish</color>.","Your equipped fishing rod is<color=""red""> broken</color>, repair it to <color=#F2E6BD>catch some fish</color>."
"entities.interactives.resourceNodes.dynamic.dynamicFishingSpotResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD>catch some fish</color>.","Press [interact] to <color=#F2E6BD>catch some fish</color>."
"entities.interactives.resourceNodes.dynamic.dynamicFishingSpotResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Fishing Rod</color> equipped to <color=#F2E6BD>catch some fish</color>.","Press [interact] with a <color=#F2E6BD>Fishing Rod</color> equipped to <color=#F2E6BD>catch some fish</color>."
"entities.interactives.resourceNodes.farming.farmableGroundData.assetHarvestHintTextRecordRef","Press [interact] to <color=#F2E6BD>harvest crop</color>.","Press [interact] to <color=#F2E6BD>harvest crop</color>."
"entities.interactives.resourceNodes.farming.farmableGroundData.assetPlantHintTextRef","Press [seedbag] to <color=#F2E6BD>plant a crop</color>.","Press [seedbag] to <color=#F2E6BD>plant a crop</color>."
"entities.interactives.resourceNodes.farming.farmableGroundData.assetTillHintTextRecordRef","Press [farmtool1] with a hoe equipped to <color=#F2E6BD>till the soil</color>.","Press [farmtool1] with a hoe equipped to <color=#F2E6BD>till the soil</color>."
"entities.interactives.resourceNodes.farming.farmableGroundData.assetWaterHintTextRecordRef","Press [farmtool2] with a watering can equipped to <color=#F2E6BD>water the soil</color>.","Press [farmtool2] with a watering can equipped to <color=#F2E6BD>water the soil</color>."
"entities.interactives.resourceNodes.refillWateringCanResourceData.assetHasBrokenToolHintRecordRef","Your equipped watering can is<color=""red""> broken</color>, repair it to <color=#F2E6BD>refill it</color>.","Your equipped watering can is<color=""red""> broken</color>, repair it to <color=#F2E6BD>refill it</color>."
"entities.interactives.resourceNodes.refillWateringCanResourceData.assetHasToolHintRecordRef","Press [interact] to <color=#F2E6BD> refill your watering can</color>.","Press [interact] to <color=#F2E6BD> refill your watering can</color>."
"entities.interactives.resourceNodes.refillWateringCanResourceData.assetNoToolHintRecordRef","Press [interact] with a <color=#F2E6BD>Watering Can</color> equipped to <color=#F2E6BD>refill it</color>.","Press [interact] with a <color=#F2E6BD>Watering Can</color> equipped to <color=#F2E6BD>refill it</color>."
"entities.interactives.resourceNodes.refillWateringCanResourceData.assetRegeneratingRecordRef","You have to <color=#F2E6BD>wait for this well to replenish</color> to take more water from it.","You have to <color=#F2E6BD>wait for this well to replenish</color> to take more water from it."
"entities.interactives.staticPickupData.assetInteractionHintRecordRef","Press [interact] to pick up <color=#F2E6BD>{0}</color>.","Press [interact] to pick up <color=#F2E6BD>{0}</color>."
"entities.items.houseItems.craftingTables.alchemyTable.houseAlchemyTableData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the alchemy table</color>.","Press [block] to <color=#F2E6BD>to pick up the alchemy table</color>."
"entities.items.houseItems.craftingTables.alchemyTable.houseAlchemyTableData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the alchemy table</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the alchemy table</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.craftingTables.anvil.houseAnvilData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the anvil</color>.","Press [block] to <color=#F2E6BD>to pick up the anvil</color>."
"entities.items.houseItems.craftingTables.anvil.houseAnvilData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the anvil</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the anvil</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.craftingTables.old.artificerTable.houseArtificerTableData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the artificer table</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the artificer table</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.craftingTables.old.scribeTable.houseScribeTableData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the scribe table</color>.","Press [block] to <color=#F2E6BD>to pick up the scribe table</color>."
"entities.items.houseItems.craftingTables.old.scribeTable.houseScribeTableData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the scribe table</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the scribe table</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.craftingTables.sewingTable.houseSewingTableData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the sewing table</color>.","Press [block] to <color=#F2E6BD>to pick up the sewing table</color>."
"entities.items.houseItems.craftingTables.sewingTable.houseSewingTableData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the sewing table</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the sewing table</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.craftingTables.stove.houseStoveData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the stove</color>.","Press [block] to <color=#F2E6BD>to pick up the stove</color>."
"entities.items.houseItems.craftingTables.stove.houseStoveData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the stove</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the stove</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.craftingTables.workbench.houseWorkbenchData.assetInteractionHintRecordRef","Press [block] to <color=#F2E6BD>to pick up the workbench</color>.","Press [block] to <color=#F2E6BD>to pick up the workbench</color>."
"entities.items.houseItems.craftingTables.workbench.houseWorkbenchData.assetUseHintRecordRef","Press [interact] to <color=#F2E6BD>use the workbench</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>use the workbench</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.decorativeItems.books.stackOfTomes.stackOfTomesData.assetInteractionHintRecordRef","Press [block] to pick up <color=#F2E6BD>Stack of Tomes</color>.","Press [block] to pick up <color=#F2E6BD>Stack of Tomes</color>."
"entities.items.houseItems.decorativeItems.carpets.flimsyJuteCarpetData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Flimsy Jute Carpet</color>.","Press [block] to pick up the <color=#F2E6BD>Flimsy Jute Carpet</color>."
"entities.items.houseItems.decorativeItems.carpets.redCottonCarpetData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Red Cotton Carpet</color>.","Press [block] to pick up the <color=#F2E6BD>Red Cotton Carpet</color>."
"entities.items.houseItems.decorativeItems.chimneys.chimneyData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Chimney</color>.","Press [block] to pick up the <color=#F2E6BD>Chimney</color>."
"entities.items.houseItems.decorativeItems.instruments.lute.luteData.assetInteractionHintRecordRef","Press [block] to pick up <color=#F2E6BD>Minstrel's Timeless Lute</color>.","Press [block] to pick up <color=#F2E6BD>Minstrel's Timeless Lute</color>."
"entities.items.houseItems.decorativeItems.lights.basicCandleHolder.basicCandleHolderData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Basic Candle Holder</color>.","Press [block] to pick up the <color=#F2E6BD>Basic Candle Holder</color>."
"entities.items.houseItems.decorativeItems.lights.ironBrazier.ironBrazierData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Iron Brazier</color>.","Press [block] to pick up the <color=#F2E6BD>Iron Brazier</color>."
"entities.items.houseItems.decorativeItems.lights.luchina.luchinaData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Classic Homestead Luchina</color>.","Press [block] to pick up the <color=#F2E6BD>Classic Homestead Luchina</color>."
"entities.items.houseItems.decorativeItems.lights.nobleCandleHolder.nobleCandleHolderData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Noble Candle Holder</color>.","Press [block] to pick up the <color=#F2E6BD>Noble Candle Holder</color>."
"entities.items.houseItems.decorativeItems.lights.refinedCandleHolder.refinedCandleHolderData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Refined Candle Holder</color>.","Press [block] to pick up the <color=#F2E6BD>Refined Candle Holder</color>."
"entities.items.houseItems.decorativeItems.lumber.lumberStack.lumberStackData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>look inside the Lumber Stack</color> or press [block] to <color=#F2E6BD>pick it up</color>.","Press [interact] to <color=#F2E6BD>look inside the Lumber Stack</color> or press [block] to <color=#F2E6BD>pick it up</color>."
"entities.items.houseItems.decorativeItems.vases.crimsonTulipVase.crimsonTulipVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Crimson Tulip Vase</color>.","Press [block] to pick up the <color=#F2E6BD>Crimson Tulip Vase</color>."
"entities.items.houseItems.decorativeItems.vases.grayClayVase.grayClayVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Gray Clay Vase</color>.","Press [block] to pick up the <color=#F2E6BD>Gray Clay Vase</color>."
"entities.items.houseItems.decorativeItems.vases.lavenderWhisperVase.lavenderWhisperVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Lavender Whisper Vase</color>.","Press [block] to pick up the <color=#F2E6BD>Lavender Whisper Vase</color>."
"entities.items.houseItems.decorativeItems.vases.sunfireBlossomVase.sunfireBlossomVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Sunfire Blossom Vase</color>.","Press [block] to pick up the <color=#F2E6BD>Sunfire Blossom Vase</color>."
"entities.items.houseItems.decorativeItems.vases.verdantBloomVase.verdantBloomVaseData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Verdant Blossom Vase</color>.","Press [block] to pick up the <color=#F2E6BD>Verdant Blossom Vase</color>."
"entities.items.houseItems.furniture.beds.simpleBed.adventurersRespiteBed.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sleep</color> | Press [block] to pick up the <color=#F2E6BD>Adventurer's Respite Bed</color>.","Press [interact] to <color=#F2E6BD>sleep</color> | Press [block] to pick up the <color=#F2E6BD>Adventurer's Respite Bed</color>."
"entities.items.houseItems.furniture.beds.simpleBed.simpleBedData.assetInteractingHintRecordRef","Logging out while sleeping will give you a rested bonus after {0} hours.","Logging out while sleeping will give you a rested bonus after {0} hours."
"entities.items.houseItems.furniture.beds.simpleBed.simpleBedData.assetInteractionSleepTavernHintRecordRef","Press [interact] to <color=#F2E6BD>sleep</color>","Press [interact] to <color=#F2E6BD>sleep</color>"
"entities.items.houseItems.furniture.beds.simpleBed.voyagersRejuvenationBed.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sleep</color> | Press [block] to pick up the <color=#F2E6BD>Voyager's Rejuvenation Bed</color>.","Press [interact] to <color=#F2E6BD>sleep</color> | Press [block] to pick up the <color=#F2E6BD>Voyager's Rejuvenation Bed</color>."
"entities.items.houseItems.furniture.beds.simpleBed.wayfarersRestBed.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sleep</color> | Press [block] to pick up the <color=#F2E6BD>Wayfarer's Rest Bed</color>.","Press [interact] to <color=#F2E6BD>sleep</color> | Press [block] to pick up the <color=#F2E6BD>Wayfarer's Rest Bed</color>."
"entities.items.houseItems.furniture.benches.naturalContourBench.naturalContourBenchData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Natural Contour Bench</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Natural Contour Bench</color>."
"entities.items.houseItems.furniture.benches.simplisticPlankBench.simplisticPlankBenchData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Simplistic Plank Bench</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Simplistic Plank Bench</color>."
"entities.items.houseItems.furniture.benches.whittledShortBench.whittledShortBenchData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Whittled Short  Bench</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Whittled Short  Bench</color>."
"entities.items.houseItems.furniture.cabinets.simpleWineCabinet.simpleWineCabinetData.assetInteractionHintRecordRef","Press [block] to pick up the <color=#F2E6BD>Simple Wine Cabinet</color>.","Press [block] to pick up the <color=#F2E6BD>Simple Wine Cabinet</color>."
"entities.items.houseItems.furniture.chairs.charredSolitudeChair.charredSolitudeChairData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Charred Solitude Chair</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Charred Solitude Chair</color>."
"entities.items.houseItems.furniture.chairs.engravedHearthguardChair.engravedHearthguardChairData.assetInteractionHintRecordRef","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Engraved Hearthgard Chair</color>.","Press [interact] to <color=#F2E6BD>sit</color> | Press [block] to pick up the <color=#F2E6BD>Engraved Hearthgard Chair</color>."
