key,source,target
achievementDiscoverResources20Name,Resource Gatherer,
achievementDiscoverResources40Desc,Discover 40 different resources,
achievementDiscoverResources40Name,Master Scavenger,
achievementDiscoverResources80Desc,Discover 80 different resources,
achievementDiscoverResources80Name,Resource Hoarder,
achievementDiscoverSeneschalDesc,Discover the Seneschal,
achievementDiscoverSeneschalName,The Seneschal,
achievementDiscoverWeapons120Desc,Discover 120 different weapons,
achievementDiscoverWeapons120Name,Weaponsmith's Dream,
achievementDiscoverWeapons30Desc,Discover 30 different weapons,
achievementDiscoverWeapons30Name,Arms Collector,
achievementDiscoverWeapons60Desc,Discover 60 different weapons,
achievementDiscoverWeapons60Name,Arsenal Expert,
achievementEggBreakerDesc,Defeat The Unbreakable Egg,
achievementEggBreakerName,Egg Breaker,
achievementExaltItemDesc,Exalt an item,
achievementExaltItemName,Exalted,
achievementExaltManyItemsDesc,Exalt multiple items,
achievementExaltManyItemsName,Exaltation Master,
achievementFinishPrologueDesc,Complete the prologue,
achievementFinishPrologueName,The Journey Begins,
achievementFirstCraftDesc,Craft your first item,
achievementFirstCraftName,Craftsman,
achievementFirstEnchantmentDesc,Enchant a weapon for the first time,
achievementFirstEnchantmentName,Arcane Smith,
achievementFirstWeaponDesc,Acquire your first weapon,
achievementFirstWeaponName,Armed and Ready,
achievementFourRunesDesc,Have 4 runes slotted into your weapon,
achievementFourRunesName,Rune Master,
achievementFullArmorSetDesc,Equip a full armor set,
achievementFullArmorSetName,Dressed to Kill,
achievementFullEnchantedGearDesc,Have an enchanted item equipped in every slot,
achievementFullEnchantedGearName,Fully Enchanted,
achievementGoatInBoatDesc,Find the legendary goat in the boat,
achievementGoatInBoatName,Goat Boat,
achievementHardcoreModeDesc,Complete the game on Hardcore mode,
achievementHardcoreModeName,Hardcore Survivor,
achievementHuntCrittersDesc,Hunt 50 critters,
achievementHuntCrittersName,Critter Killer,
achievementLevel10Desc,Reach level 10,
achievementLevel10Name,Apprentice,
achievementLevel30Desc,Reach level 30,
achievementLevel30Name,Veteran,
achievementLevel50Desc,Reach level 50,
achievementLevel50Name,Master,
achievementLootChestsDesc,Loot 200 chests,
achievementLootChestsName,Treasure Hunter,
achievementMarkosReturnsDesc,Witness Markos return to Sacrament,
achievementMarkosReturnsName,An Old Friend,
achievementMaxUpgradeDesc,Fully upgrade a weapon to maximum level,
achievementMaxUpgradeName,Perfect Weapon,
achievementOriSecretDesc,Discover a familiar light,
achievementOriSecretName,Light in the Dark,
achievementOwnGoldDesc,Own 5 gold,
achievementOwnGoldName,Wealthy,
achievementPerfectCombatantDesc,Perform 10 perfect strikes in a row,
achievementPerfectCombatantName,Perfect Combatant,
achievementPlaceHousingItemsDesc,Place 15 unique housing items in your house,
achievementPlaceHousingItemsName,Interior Decorator,
achievementPlagueDefenderDesc,Hold back a Plagued Outbreak,
achievementPlagueDefenderName,Plague Defender,
achievementPlagueIchorMaxedDesc,Fully unlock every Plague Ichor upgrade,
achievementPlagueIchorMaxedName,Plaguebound,
achievementRatDefuserDesc,Defeat a Kamikaze Rat before it explodes,
achievementRatDefuserName,Bomb Squad,
achievementSeneschalCompleteDesc,Unlock all of Seneschal's rewards,
achievementSeneschalCompleteName,Seneschal's Favor,
achievementSpartaKickDesc,Defeat an enemy by shoulder barging it off a cliff,
achievementSpartaKickName,This Is Forsaken!,
achievementSulinFrothStoryDesc,Discover the full story of Sulin Froth,
achievementSulinFrothStoryName,Tales of Sulin Froth,
achievementSurviveGreatFallDesc,Survive a fall from a great height,
achievementSurviveGreatFallName,Falling with Style,
achievementUnlockRecipesDesc,Unlock 10 recipes,
achievementUnlockRecipesName,Recipe Collector,
achievementUnspokenDifficultyDesc,Complete Unspoken difficulty,
achievementUnspokenDifficultyName,Unspoken Hero,
achievementUseGoatBloodDesc,Find a use for Goat Blood,
achievementUseGoatBloodName,Goat Blood Alchemist,
achievementWhisperStoneInHouseDesc,Place a Whisper Stone in your house,
achievementWhisperStoneInHouseName,Whispers at Home,
