key,source,target
enchantments.damageIncreasedAfterSprint.Description,[StatDamage] <b>Damage</b> increased by {0} after Sprinting for {1} seconds,
enchantments.damageIncreasedAfterStagger.Description,[StatDamage] <b>Damage</b> increased by {0} for {1} seconds after Staggering an Enemy,
enchantments.damageIncreasedAgainstLargeEnemies.Description,[StatDamage] <b>Damage</b> increased by {0} against Large Enemies,
enchantments.damageIncreasedAgainstLowHealth.Description,[StatDamage] <b>Damage</b> increased by {0} against Low Health Enemies,
enchantments.damageIncreasedAtFullFocus.Description,[StatDamage] <b>Damage</b> increased by {0} at Full Focus,
enchantments.damageIncreasedAtFullHealth.Description,[StatDamage] <b>Damage</b> increased by {0} at Full Health,
enchantments.damageIncreasedAtHighFocus.Description,[StatDamage] <b>Damage</b> increased by {0} at High Focus,
enchantments.damageIncreasedAtLowHealth.Description,[StatDamage] <b>Damage</b> increased by {0} at Low Health,
enchantments.damageIncreasedPerNearbyEnemy.Description,[StatDamage] <b>Damage</b> increased by {0} for each Nearby Enemy,
enchantments.damageIncreasedWhenHaveBarrier.Description,[StatDamage] <b>Damage</b> increased by {0} if have Barrier,
enchantments.damageIncreasedWhenNoNearbyEnemy.Description,[StatDamage] <b>Damage</b> increased by {0} if no Enemies nearby,
enchantments.damageScalesWithCurrentFocus.Description,[StatDamage] <b>Damage</b> increased by {0} of [StatFocus] Current Focus,
enchantments.damageScalesWithDurability.Description,[StatDamage] <b>Damage</b> increased by {0} of <b>Current Durability</b>,
enchantments.damageScalesWithMissingHealth.Description,[StatDamage] <b>Damage</b> increased by up to {0} based on Missing Health,
enchantments.damageScalesWithWeight.Description,[StatDamage] <b>Damage</b> increased by {0} of [StatWeight] <b>Current Weight</b>,
enchantments.damageTakedDecreasedAtLowFocus.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} at Low Focus,
enchantments.damageTakenDecreasedAfterBuildupTaken.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} for {1} seconds after being afflicted by Status,
enchantments.damageTakenDecreasedAfterConsumeFood.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} for {1} seconds after Consuming Food,
enchantments.damageTakenDecreasedAtFullFocus.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} at Full Focus,
enchantments.damageTakenDecreasedAtFullStamina.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} at Full Stamina,
enchantments.damageTakenDecreasedAtLowHealth.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} at Low Health,
enchantments.damageTakenDecreasedPerNearbyEnemy.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} for each Nearby Enemy,
enchantments.damageTakenDecreasedWhileBlocking.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} while Blocking,
enchantments.damageTakenDecreasedWhileCharging.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} while Charging,
enchantments.damageTakenIncreased.Description,[StatDamageTaken] <b>Damage Resistance</b> reduced by {0},
enchantments.damageTakenIncreasedAfterConsumeFood.Description,[StatDamageTaken] <b>Damage Resistance</b> reduced by {0} for {1} seconds after Consuming Food,
enchantments.damageTakenIncreasedAfterDamageTaken.Description,[StatDamageTaken] <b>Damage Resistance</b> reduced by {0} for {1} seconds after Damage Taken,
enchantments.damageTakenIncreasedAtLowStamina.Description,[StatDamageTaken] <b>Damage Resistance</b> reduced by {0} at Low Stamina,
enchantments.damageTakenIncreasedIfNotFullFocus.Description,[StatDamageTaken] <b>Damage Resistance</b> reduced by {0} if not at Full Focus,
enchantments.damageTakenScalesWithDurability.Description,[StatDamageTaken] <b>Damage Resistance</b> increased by {0} of <b>Current Durability</b>,
enchantments.dealBleedDamageWhileBlocking.Description,Deal {0} [StatBleed] [!sBleed]Bleed Damage[/s] while Blocking,
enchantments.dealColdDamageOnBlock.Description,Deal {0} [StatColdDamage] [!sIce]Ice Damage[/s] on Block,
enchantments.dealDamageOnBlock.Description,Deal {0} [StatPhysicalDamage] [!sPhysical]Damage[/s] on Block,
enchantments.dealDamageOnDamageTaken.Description,Deal {0} [StatPhysicalDamage] [!sPhysical]Damage[/s] on Damage Taken,
enchantments.dealDamageOnDodged.Description,Deal {0} [StatPhysicalDamage] [!sPhysical]Damage[/s] on Damage Dodged,
enchantments.dealDamageOnParry.Description,Deal {0} [StatPhysicalDamage] [!sPhysical]Damage[/s] on Parry,
enchantments.dealDamageOnStagger.Description,Deal {0} [StatPhysicalDamage] [!sPhysical]Damage[/s] on Staggering an Enemy,
enchantments.dealElectricDamageOnBlock.Description,Deal {0} [StatLightningDamage] [!sLightning]Lightning Damage[/s] on Block,
enchantments.dealFireDamageWhileBlocking.Description,Deal {0} [StatFireDamage] [!sFire]Fire Damage[/s] while Blocking,
enchantments.dealHeatDamageOnBlock.Description,Deal {0} [StatFireDamage] [!sFire]Fire Damage[/s] on Block,
enchantments.dealHeatDamageOnParry.Description,Deal {0} [StatFireDamage] [!sFire]Fire Damage[/s] on Parry,
enchantments.dealHeatDamageOnRuneAttack.Description,Deal {0} [StatFireDamage] [!sFire]Fire Damage[/s] on Rune Attack,
enchantments.dealIceDamageWhileBlocking.Description,Deal {0} [StatColdDamage] [!sIce]Ice Damage[/s] while Blocking,
enchantments.dealLightningDamageWhileBlocking.Description,Deal {0} [StatLightningDamage] [!sLightning]Lightning Damage[/s] while Blocking,
enchantments.dealPlagueDamageOnBlock.Description,Deal {0} [StatPlagueDamage] [!sPlague]Plague Damage[/s] on Block,
enchantments.dealPlagueDamageWhileBlocking.Description,Deal {0} [StatPlagueDamage] [!sPlague]Plague Damage[/s] while Blocking,
enchantments.delayedHealing.Description,<b>Food Healing</b> is applied over time,
enchantments.dodgeStaminaCostDecreased.Description,[StatStaminaCost] <b>Dodge Stamina Cost</b> reduced by {0},
enchantments.dodgeStaminaCostDecreasedAtLowHealth.Description,[StatStaminaCost] <b>Dodge Stamina Cost</b> reduced by {0} at Low Health,
enchantments.dodgeStaminaCostIncreased.Description,[StatStaminaCost] <b>Dodge Stamina Cost</b> increased by {0},
enchantments.durabilityIncreased.Description,[StatDurability] <b>Durability</b> increased by {0},
enchantments.elementalDamageTakenDecreased.Description,[StatElementalDamageTaken] <b>Elemental Resistance</b> increased by {0},
enchantments.enchantmentPowerIncreasedAtFullFocus.Description,[StatEnchantmentPower] <b>Enchantment Power</b> increased by {0} at Full Focus,
enchantments.enchantmentPowerIncreasedAtFullHealth.Description,[StatEnchantmentPower] <b>Enchantment Power</b> increased by {0} at Full Health,
enchantments.enchantmentPowerIncreasedAtLowHealth.Description,[StatEnchantmentPower] <b>Enchantment Power</b> increased by {0} at Low Health,
enchantments.enchantmentPowerIncreasedIfHaveBarrier.Description,[StatEnchantmentPower] <b>Enchantment Power</b> increased by {0} if have Barrier,
enchantments.enchantmentPowerIncreasedIfOnlyElementalGem.Description,[StatEnchantmentPower] <b>Enchantment Power</b> increased by {0} if it's the only elemental Gem,
enchantments.endlessClimbing.Description,<b>Endless Climbing</b>,
enchantments.enemyArmorDecreasedAfterFrost.Description,[!sIce]Frozen[/s] Enemy [StatArmor] <b>Armor</b> reduced by {0},
enchantments.enemyStaggerResistanceDecreasedAfterInfection.Description,[!sPlague]Infected[/s] Enemy [StatStaggerResistance] <b>Stagger Resistance</b> reduced by {0},
enchantments.equipLoadDecreased.Description,[StatEquipLoad] <b>Equip Load</b> reduced by {0},
enchantments.equipLoadIncreased.Description,[StatEquipLoad] <b>Equip Load</b> increased by {0},
enchantments.executeAgainstInfectedLowHealth.Description,Execute [!sPlague]Infected[/s] Low Health Enemies on Damage Dealt,
enchantments.experienceGainIncreased.Description,[StatExperience] <b>Experience Gain</b> increased by {0},
enchantments.fireDamageIncreased.Description,[StatFireDamage] [!sFire]Fire Damage[/s] increased by {0},
enchantments.fireDamageOverride.Description,Gain [StatFireDamage] [!sFire]Fire[/s] Infusion,
enchantments.fireResistanceIncreased.Description,[StatFireArmor] <b>Fire Resistance</b> increased by {0},
enchantments.focusCostDecreased.Description,[StatFocusGain] <b>Focus Cost</b> reduced by {0},
enchantments.focusCostDecreasedAfterRuneAttack.Description,[StatFocusCost] <b>Focus Cost</b> reduced by {0} for {1} seconds after Damage Dealt by Rune Attack,
enchantments.focusCostDecreasedAfterStagger.Description,[StatFocusCost] <b>Focus Cost</b> reduced by {0} for {1} seconds after Staggering an Enemy,
enchantments.focusCostDecreasedAtFullFocus.Description,[StatFocusGain] <b>Focus Cost</b> reduced by {0} at Full Focus,
enchantments.focusCostDecreasedAtLowHealth.Description,[StatFocusGain] <b>Focus Cost</b> reduced by {0} at Low Health,
enchantments.focusCostIncreased.Description,[StatFocusGain] <b>Focus Cost</b> increased by {0},
enchantments.focusDrainIncreasedInCombat.Description,[StatFocusRegen] <b>Drain Focus</b> in Combat,
enchantments.focusGainDecreased.Description,[StatFocusGain] <b>Focus Gain</b> reduced by {0},
enchantments.focusGainIncreased.Description,[StatFocusGain] <b>Focus Gain</b> increased by {0},
enchantments.focusGainScalesWithDurability.Description,[StatFocusGain] <b>Focus Gain</b> increased by {0} of <b>Current Durability</b>,
enchantments.focusRegenIncreased.Description,Gain {0} [StatFocusRegen] <b>Focus Regeneration</b>,
enchantments.frostBuildupIncreased.Description,[StatColdDamage] [!sIce]Frost Buildup[/s] increased by {0},
enchantments.gainBarrierOnConsumeFood.Description,Gain {0} [StatBarrier] <b>Barrier</b> on Consuming Food,
enchantments.gainBarrierOnDodged.Description,Gain {0} [StatBarrier] <b>Barrier</b> on Damage Dodged,
enchantments.gainBarrierOnKill.Description,Gain {0} [StatBarrier] <b>Barrier</b> on Kill,
enchantments.gainBarrierOnParry.Description,Gain {0} [StatBarrier] <b>Barrier</b> on Parry,
enchantments.gainBarrierOutOfCombat.Description,Gain {0} [StatBarrier] <b>Barrier</b> out of Combat,
enchantments.gainFocusOnBackstab.Description,Gain {0} [StatFocus] <b>Focus</b> on Backstab,
enchantments.gainFocusOnBlock.Description,Gain {0} [StatFocus] <b>Focus</b> on Block,
enchantments.gainFocusOnBuildup.Description,Gain {0} [StatFocus] <b>Focus</b> on inflicting Any Status,
enchantments.gainFocusOnDodged.Description,Gain {0} [StatFocus] <b>Focus</b> on Damage Dodged,
enchantments.gainFocusOnFatality.Description,Gain {0} [StatFocus] <b>Focus</b> on Fatality,
enchantments.gainFocusOnKill.Description,Gain {0} [StatFocus] <b>Focus</b> on Kill,
enchantments.gainFocusOnParry.Description,Gain {0} [StatFocus] <b>Focus</b> on Parry,
enchantments.gainFocusOnStagger.Description,Gain {0} [StatFocus] <b>Focus</b> on Staggering an Enemy,
enchantments.gainHealthForFocusSpent.Description,Gain [StatHealth] <b>Health</b> equal to {0} of Focus Spent,
enchantments.gainHealthOnBackstab.Description,Gain {0} [StatHealth] <b>Health</b> on Backstab,
enchantments.gainHealthOnChargedAttack.Description,Gain {0} [StatHealth] <b>Health</b> on Charged Attack,
enchantments.gainHealthOnDamageDealtAgainstFrozen.Description,Gain {0} [StatHealth] <b>Health</b> on Damage Dealt against [!sIce]Frozen[/s] Enemies,
enchantments.gainHealthOnDamageDealtAtLowHealth.Description,Gain {0} [StatHealth] <b>Health</b> on Damage Dealt at Low Health,
enchantments.gainHealthOnDodged.Description,Gain {0} [StatHealth] <b>Health</b> on Damage Dodged,
enchantments.gainHealthOnFatality.Description,Gain {0} [StatHealth] <b>Health</b> on Fatality,
enchantments.gainHealthOnKill.Description,Gain {0} [StatHealth] <b>Health</b> on Kill,
enchantments.gainHealthOnKillAgainstStaggeredEnemies.Description,Gain {0} [StatHealth] <b>Health</b> on Kill against Staggered Enemies,
enchantments.gainHealthOnParry.Description,Gain {0} [StatHealth] <b>Health</b> on Parry,
enchantments.gainHealthOnStagger.Description,Gain {0} [StatHealth] <b>Health</b> on Staggering an Enemy,
enchantments.gainHealthOncePerRuneAttack.Description,Gain {0} [StatHealth] <b>Health</b> once per Rune Attack,
enchantments.gainStaminaOnBlock.Description,Gain {0} [StatStamina] <b>Stamina</b> on Block,
enchantments.gainStaminaOnDamageDealt.Description,Gain {0} [StatStamina] <b>Stamina</b> on Damage Dealt,
enchantments.gainStaminaOnDodged.Description,Gain {0} [StatStamina] <b>Stamina</b> on Damage Dodged,
enchantments.gainStaminaOnFocusUse.Description,Gain {0} [StatStamina] <b>Stamina</b> on Focus Use,
enchantments.gainStaminaOnParry.Description,Gain {0} [StatStamina] <b>Stamina</b> on Parry,
enchantments.gainStaminaOnStagger.Description,Gain {0} [StatStamina] <b>Stamina</b> on Staggering an Enemy,
enchantments.healingDecreased.Description,[StatHealing] <b>Healing</b> reduced by {0},
enchantments.healingDecreasedPerNearbyEnemy.Description,[StatHealing] <b>Healing</b> reduced by {0} for each Nearby Enemy,
enchantments.healingDecreasedWhenNoNearbyEnemy.Description,[StatHealing] <b>Healing</b> reduced by {0} if no Enemies nearby,
enchantments.healingIncreased.Description,[StatHealing] <b>Healing</b> increased by {0},
enchantments.healingIncreasedAtLowFocus.Description,[StatHealing] <b>Healing</b> increased by {0} at Low Focus,
enchantments.healingScalesWithDurability.Description,[StatHealing] <b>Healing</b> increased by {0} of <b>Current Durability</b>,
enchantments.healthDrainIncreasedInCombat.Description,[StatHealthRegen] <b>Drain Health</b> in Combat,
enchantments.healthRallyIncreased.Description,Gain {0} [StatHealthRally] <b>Regainable Health</b>,
enchantments.healthRegenIncreased.Description,Gain {0} [StatHealthRegen] <b>Health Regeneration</b>,
enchantments.healthRegenIncreasedInCombat.Description,Gain {0} [StatHealthRegen] <b>Health Regeneration</b> in Combat,
enchantments.healthRegenIncreasedWhileBlocking.Description,Gain {0} [StatHealthRegen] <b>Health Regeneration</b> while Blocking,
enchantments.heatDamageIncreasedAfterColdDamageDealt.Description,[StatFireDamage] [!sFire]Fire Damage[/s] increased by {0} for {1} seconds after [!sIce]Ice Damage[/s] Dealt,
enchantments.hungerIncreased.Description,<b>Hunger Limit</b> increased by {0},
enchantments.iceResistanceIncreased.Description,[StatColdArmor] <b>Ice Resistance</b> increased by {0},
enchantments.indestructible.Description,<b>Indestructible</b>,
enchantments.infectionBuildupIncreased.Description,[StatPlagueDamage] [!sPlague]Infection Buildup[/s] increased by {0},
enchantments.itemWeightDecreased.Description,[StatWeight] <b>Weight</b> reduced by {0},
enchantments.itemWeightIncreased.Description,[StatWeight] <b>Weight</b> increased by {0},
enchantments.knockbackResistanceIncreased.Description,<b>Knockback Resistance</b> increased by {0},
enchantments.lifestealIncreased.Description,Gain {0} [StatLifesteal] <b>Lifesteal</b>,
enchantments.lifestealIncreasedAgainstBleeding.Description,Gain {0} [StatLifesteal] <b>Lifesteal</b> against [!sPhysical]Bleeding[/s] Enemies,
enchantments.lifestealIncreasedAtLowHealth.Description,Gain {0} [StatLifesteal] <b>Lifesteal</b> at Low Health,
enchantments.lightningDamageIncreased.Description,[StatLightningDamage] [!sLightning]Lightning Damage[/s] increased by {0},
enchantments.lightningDamageOverride.Description,Gain [StatLightningDamage] [!sLightning]Lightning[/s] Infusion,
enchantments.lightningDamageOverrideAfterSprint.Description,[StatLightningDamage] [!sLightning]Lightning Damage[/s] Infusion after Sprinting for {0} seconds,
enchantments.lightningResistanceIncreased.Description,[StatLightningArmor] <b>Lightning Resistance</b> increased by {0},
enchantments.loseDurabilityOnDamageTaken.Description,Lose {0} [StatDurability] <b>Durability</b> on Damage Taken,
enchantments.loseFocusOnDamageTaken.Description,Lose {0} [StatFocus] <b>Focus</b> on Damage Taken,
enchantments.loseFocusOnFocusUse.Description,Lose {0} [StatFocus] <b>Focus</b> on Focus Use,
enchantments.loseStaminaOnBlock.Description,Lose {0} [StatStamina] <b>Stamina</b> on Block,
enchantments.loseStaminaOnDamageTaken.Description,Lose {0} [StatStamina] <b>Stamina</b> on Damage Taken,
enchantments.magical.armor.armorIncreasedAtLowHealth.Description,<b>Armor</b> increased by {0} at Low Health,
enchantments.magical.damage.coldPotency.Description,<b>Cold Potency</b> increased by {0},
enchantments.magical.damage.dodgeAttackDamageIncrease.Description,<b>Dodge Attacks</b> deal {0} more Damage,
enchantments.magical.damage.electricPotency.Description,<b>Electric Potency</b> increased by {0},
enchantments.magical.damage.fire.heatDamage.Description,Attacks deal {0} <b>Heat Damage</b>,
enchantments.magical.damage.fire.heatDamageOnBackstab.Description,Deals {0} <b>Heat Damage</b> on Backstab,
enchantments.magical.damage.fire.heatDamageOnDamageTaken.Description,Deals {0} <b>Heat Damage</b> on Damage Taken,
enchantments.magical.damage.heatPotency.Description,<b>Heat Potency</b> increased by {0},
enchantments.magical.damage.ice.coldDamage.Description,Attacks deal {0} <b>Cold Damage</b>,
enchantments.magical.damage.ice.coldDamageOnBackstab.Description,Deals {0} <b>Cold Damage</b> on Backstab,
enchantments.magical.damage.ice.coldDamageOnDamageTaken.Description,Deals {0} <b>Cold Damage</b> on Damage Taken,
enchantments.magical.damage.ice.coldDamageOnParry.Description,Deals {0} <b>Cold Damage</b> on Parry,
enchantments.magical.damage.knockdownChanceIncrease.Description,<b>Knockdown Chance</b> increased by,
enchantments.magical.damage.lightning.electricDamage.Description,Attacks deal {0} <b>Electric Damage</b>,
enchantments.magical.damage.lightning.electricDamageOnBackstab.Description,Deals {0} <b>Electric Damage</b> on Backstab,
enchantments.magical.damage.lightning.electricDamageOnDamageTaken.Description,Deals {0} <b>Electric Damage</b> on Damage Taken,
enchantments.magical.damage.lightning.electricDamageOnParry.Description,Deals {0} <b>Electric Damage</b> on Parry,
enchantments.magical.damage.plague.plagueDamage.Description,Attacks deal {0} <b>Plague Damage</b>,
enchantments.magical.damage.plague.plagueDamageOnBackstab.Description,Deals {0} <b>Plague Damage</b> on Backstab,
enchantments.magical.damage.plague.plagueDamageOnDamageTaken.Description,Deals {0} <b>Plague Damage</b> on Damage Taken,
enchantments.magical.damage.plague.plagueDamageOnParry.Description,Deals {0} <b>Plague Damage</b> on Parry,
enchantments.magical.damage.plaguePotency.Description,<b>Plague Potency</b> increased by {0},
enchantments.magical.damage.runAttackDamageIncrease.Description,<b>Run Attacks</b> deal {0} more Damage,
enchantments.magical.damage.shieldBreakChanceIncrease.Description,<b>Shield Break Chance</b> increased by {0},
enchantments.magical.focus.focusIncreasedAtFullHealth.Description,<b>Focus</b> increased by {0} at Full Health,
enchantments.magical.focus.focusIncreasedAtLowHealth.Description,<b>Focus</b> increased by {0} at Low Health,
enchantments.magical.focus.gainFocusOnDamageDealt.Description,Gain <b>{0} Focus</b> on Damage Dealt,
enchantments.magical.focus.gainFocusOnFocusUse.Description,Gain <b>{0} Focus</b> on Focus Use,
enchantments.magical.healing.foodCooldownDecreased.Description,<b>Food Cooldown</b> reduced by {0},
enchantments.magical.healing.healingEffectsIncreased.Description,<b>Healing Effects</b> increased by {0},
enchantments.magical.health.gainHealthOnBlock.Description,Gain <b>{0} Health</b> On Block,
enchantments.magical.health.gainHealthOnFocusUse.Description,Gain <b>{0} Health</b> on Focus Use,
enchantments.magical.misc.consumablesPotencyIncreased.Description,Increases Consumables Potency,
enchantments.magical.misc.fallDamageDecreased.Description,Decreased <b>Fall Damage</b>,
enchantments.magical.misc.resurrectUponDeathChance.Description,<b>Resurrect</b> upon Death,
enchantments.magical.poise.poiseDamageIncreased.Description,<b>Poise Damage</b> increased by {0},
enchantments.magical.stamina.blockingStaminaCostDecreased.Description,<b>Blocking Stamina Cost</b> reduced by {0},
enchantments.magical.stamina.climbingStaminaCostDecreased.Description,<b>Climbing Stamina Cost</b> reduced by {0},
enchantments.magical.stamina.staminaIncreasedAtFullHealth.Description,<b>Stamina</b> increased by {0} at Full Health,
enchantments.magical.stamina.staminaIncreasedAtLowHealth.Description,<b>Stamina</b> increased by {0} at Low Health,
enchantments.magical.stealth.gainInvisibilityOnCrouching.Description,<b>Become Invisible</b> for Seconds while Crouching,
enchantments.magical.stealth.gainInvisibilityOnSidling.Description,<b>Become Invisible</b> for Seconds while Sidling,
enchantments.maxFocusDecreased.Description,[StatMaxFocus] <b>Max Focus</b> reduced by {0},
enchantments.maxFocusIncreased.Description,[StatMaxFocus] <b>Max Focus</b> increased by {0},
enchantments.maxHealthDecreased.Description,[StatMaxHealth] <b>Max Health</b> reduced by {0},
enchantments.maxHealthIncreased.Description,[StatMaxHealth] <b>Max Health</b> increased by {0},
enchantments.maxHealthScalesWithMaxFocus.Description,[StatMaxHealth] <b>Max Health</b> increased by {0}% of Max Focus,
enchantments.maxStaminaDecreased.Description,[StatMaxStamina] <b>Max Stamina</b> reduced by {0},
enchantments.maxStaminaIncreased.Description,[StatMaxStamina] <b>Max Stamina</b> increased by {0},
enchantments.maxStaminaScalesWithMaxFocus.Description,[StatMaxStamina] <b>Max Stamina</b> increased by {0}% of Max Focus,
enchantments.movementSpeedDecreased.Description,[StatMovementSpeed] <b>Movement Speed</b> reduced by {0},
enchantments.movementSpeedDecreasedPerNearbyEnemy.Description,[StatMovementSpeed] <b>Movement Speed</b> reduced by {0} per Nearby Enemy,
enchantments.movementSpeedIncreased.Description,[StatMovementSpeed] <b>Movement Speed</b> increased by {0},
enchantments.movementSpeedIncreasedAfterChargedAttack.Description,[StatMovementSpeed] <b>Movement Speed</b> increased by {0} for {1} seconds after Damage Dealt by Charged Attack,
enchantments.movementSpeedIncreasedAfterKill.Description,[StatMovementSpeed] <b>Movement Speed</b> increased by {0} for {1} seconds after Kill,
enchantments.movementSpeedIncreasedAfterRuneAttack.Description,[StatMovementSpeed] <b>Movement Speed</b> increased by {0} for {1} seconds after Damage Dealt by Rune Attack,
enchantments.normalDamageIncreasedAfterChargedAttack.Description,[StatDamage] <b>Normal Attack Damage</b> increased by {0} for {1} seconds after Damage Dealt by Charged Attack,
enchantments.onlyHeavyRoll.Description,<b>Heavy Roll</b> only,
enchantments.parryDisabled.Description,<b>Parry</b> disabled,
enchantments.parryStaminaCostDecreased.Description,[StatStaminaCost] <b>Parry Stamina Cost</b> reduced by {0},
enchantments.physicalDamageIncreased.Description,[StatPhysicalDamage] [!sPhysical]Physical Damage[/s] increased by {0},
enchantments.physicalDamageTakenDecreased.Description,[StatPhysicalDamageTaken] <b>Physical Resistance</b> increased by {0},
enchantments.plagueDamageIncreased.Description,[StatPlagueDamage] [!sPlague]Plague Damage[/s] increased by {0},
enchantments.plagueDamageOverride.Description,Gain [StatPlagueDamage] [!sPlague]Plague[/s] Infusion,
enchantments.plagueResistanceIncreased.Description,[StatPlagueArmor] <b>Plague Resistance</b> increased by {0},
enchantments.plagued.armor.armorIncreasedAtFullFocus.Description,<b>Armor</b> increased by {0} at Full Focus,
enchantments.plagued.chance.chanceToDealFatality.Description,{1} Chance to <b>deal a Fatality</b>,
enchantments.plagued.chance.chancesOnEnchantmentsIncrease.Description,<b>Chances on Enchantments</b> increased by,
enchantments.plagued.damage.chanceToDealCriticalDamage.Description,{1} Chance to deal <b>Critical Damage</b>,
enchantments.plagued.damage.damage.Description,<b>Damage Dealt</b> increased by {0},
enchantments.plagued.damage.damageDealtOnDamageTaken.Description,Deals {0} <b>Damage</b> on Damage Taken,
enchantments.plagued.damage.damageReflected.Description,<b>Reflects {0}</b> Damage Taken,
enchantments.plagued.experience.chanceToGainExperienceOnDeath.Description,{1} Chance to gain <b>{0} Experience on Death</b>,
enchantments.plagued.experience.gainMoreExperienceLoseExperienceOnDeath.Description,Gain more <b>Experience</b> | <b>Lose Experience</b> on Death,
enchantments.plagued.focus.focusIncreasedAfterParry.Description,Increases <b>Focus</b> by {1} for <b>{0} Seconds</b> after Parry,
enchantments.plagued.focus.focusRegeneration.Description,<b>Focus Regeneration</b>,
enchantments.plagued.gold.chanceToGainCopperOnDamageDealt.Description,Chance to <b>Gain Copper</b> on Damage Dealt,
