"key","source","target"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.missingBrotherNPCs.missingBrotherHusbandView.missingBrotherQuest-Husband-KilledBrother2.timeline2.audioGroup.subtitle.Text","Now go. There is nothing more to say.","انصرف الآن. لم يعد هناك ما يُقال."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.missingBrotherNPCs.missingBrotherHusbandView.onShipDialogChoseDeath.timeline.audioGroup.subtitle.Text","Now go. let us never speak of this again.","انصرف الآن، وإياك أن نتحدث في هذا مجدداً."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.missingBrotherNPCs.missingBrotherHusbandView.onShipDialogChoseFreedom.timeline.audioGroup.subtitle.Text","Now go. There is nothing more to say.","انصرف الآن. لم يعد هناك ما يُقال."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.missingBrotherNPCs.missingBrotherHusbandView.onShipDialogNoChoiceYet.timeline.audioGroup.subtitle.Text","So be it. Let the Cerim decide.","فليكن إذاً. دع السيريم يقرر."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.missingBrotherNPCs.missingBrotherView.CryForHelp1.timeline.audioGroup.subtitle.Text","Help me...Help me...If anyone can hear me...","النجدة... النجدة... إن كان هناك من يسمعني..."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.rootsThatBindNPCs.zombieVillagerView.dialogAfterWinnicksVignette.timeline1.audioGroup.subtitle.Text","Have we no allies in the south? Where are Tir's forces? Where are the Floodlanders?","أليس لنا أي حلفاء في الجنوب؟ أين قوات تير؟ أين أهل الأراضي الغريقة؟"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.rootsThatBindNPCs.zombieVillagerView.dialogAfterWinnicksVignette.timeline2.audioGroup.subtitle.Text","These fools really think there's still hope for us.","هؤلاء الحمقى يظنون حقاً أن هناك بصيص أمل لنا."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.rootsThatBindNPCs.zombieVillagerView.dialogAfterWinnicksVignette.timeline3.audioGroup.subtitle.Text","Cerim? Here in Sacrament? Now I've seen it all.","سيريم؟ هنا في ساكرامنت؟ الآن حقاً رأيت كل شيء في حياتي."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.rootsThatBindNPCs.zombieVillagerView.dialogAfterWinnicksVignette.timeline4.audioGroup.subtitle.Text","Keep walking, stranger.","تابع مسيرك أيها الغريب."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.rootsThatBindNPCs.zombieVillagerView.dialogAfterWinnicksVignette.timeline5.audioGroup.subtitle.Text","If we could fight the plague with words, I'd listen to a hundred more of Winnick's speeches. But we need swords.","لو كان بوسعنا محاربة الوباء بالكلمات، لاستمعت لمئة خطاب آخر من خطابات وينيك. لكننا بحاجة إلى سيوف."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.rootsThatBindNPCs.zombieVillagerView.dialogDefault.timeline1.audioGroup.subtitle.Text","You're from the islands to the south, I hear? Your mistake, comin' north.","أنت من جزر الجنوب، كما سمعت؟ خطؤك أنك توجهت شمالاً."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.rootsThatBindNPCs.zombieVillagerView.dialogDefault.timeline2.audioGroup.subtitle.Text","Some don't take kindly to strangers. I happen to be one of them.","البعض لا يرحبون بالغرباء، وأنا منهم لسوء حظك."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.rootsThatBindNPCs.zombieVillagerView.dialogDefault.timeline3.audioGroup.subtitle.Text","It's enough that those folks from Havenport have the run of the town. Apparently anyone's welcome to Sacrament these days...'cept for the raiders, or course.","يكفينا أن أهل هافنبورت أولئك يسرحون ويمرحون في المدينة. يبدو أن مرحباً بالجميع في ساكرامنت هذه الأيام... باستثناء المغيرين بطبيعة الحال."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.rootsThatBindNPCs.zombieVillagerView.dialogWhileListeningtoWinnickVignette.timeline.audioGroup.subtitle.Text","Oy, quiet down!","مهلاً، الزموا الهدوء!"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.royalSealNPCs.warRoomBribableGuard.defaultInteractionDialog.preAnythingTalk.audioGroup.subtitle.Text","You've no bussiness in the War Room Cerim. Leave.","لا شأن لك في غرفة الحرب أيها السيريم. انصرف."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.royalSealNPCs.warRoomBribableGuard.defaultInteractionDialog.retalk3_AlreadyBribed.audioGroup.subtitle.Text","Make it quick.","أوجز فيما تريد."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.wolfAtTheGateNPCs.mikaoNpcView.wolfAtTheGateInteractions.wolfAtTheGateFirstInteractionLine.wolfAtTheGate1FirstLine.audioGroup.subtitle.Text","Begs for help, her child was murdered by the wolf, but the wolf is nowhere to be found. 
Other child is next to her crying uncontrollably.","تتوسل طلباً للمساعدة؛ فقد قُتل طفلها على يد الذئب، لكن لا أثر للذئب في أي مكان.
وطفلها الآخر بجانبها يبكي بحرقة ودون توقف."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.questNPCs.wolfAtTheGateNPCs.mikaoNpcView.wolfAtTheGateInteractions.wolfAtTheGateSecondInteractionLines.wolfAtTheGate2FirstLine.audioGroup.subtitle.Text","Agrees to follow you to town for shelter and to bury her child.
(To be continued)","توافق على مرافقتك إلى المدينة للاحتماء ودفن طفلها.
(يُتبع)"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.baurus.baurusEntityView.defaultTalk.audioGroup.subtitle.Text","Good day","طاب يومك."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.ellsworth.ellsworthView.weepingSistersWarRoom.retalks.ellsworthHillsFirstEncounterRetalkA.audioGroup.subtitle.Text","You go on ahead. There should be a hunter's camp to the south of here - they can shepherd us to the Sisters.","امضِ أنت قدماً. يُفترض أن يكون هناك مخيم للصيادين إلى الجنوب من هنا - يمكنهم إرشادنا إلى الأخوات."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCaptain.tutorialShipCaptain.proximityTriggeredAction1.timeline.audioGroup.subtitle.Text","PLACEHOLDER PROXIMITY TRIGGERED DIALOG 1","حوار مؤقت يُفعَّل عند الاقتراب 1"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCaptain.tutorialShipCaptain.proximityTriggeredAction2.timeline.audioGroup.subtitle.Text","PLACEHOLDER PROXIMITY TRIGGERED DIALOG 2","حوار مؤقت يُفعَّل عند الاقتراب 2"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCaptain.tutorialShipCaptain.shipBeingAttackedInteractionDialog.timeline.audioGroup.subtitle.Text","PLACEHOLDER DIALOG: To Arms! To Arms!","حوار مؤقت: إلى السلاح! إلى السلاح!"
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipCabinBoy.proximityTriggeredDialog.eavesdrop1Timeline.audioGroup.subtitle.Text","My ma said your kind was a myth.","قالت لي أمي إن بني جنسك مجرد أسطورة."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipCarpenter.defaultInteractionDialog.talk1Timeline.audioGroup.subtitle.Text","I heard you were all seven feet tall, and big as oaks.","سمعت أنكم بطول سبعة أقدام وضخام كأشجار البلوط."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipCarpenter.defaultInteractionDialog.talk2Timeline.audioGroup.subtitle.Text","Don’t look so tough to me.","لا تبدو بتلك الشراسة في نظري."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipCook.defaultInteractionDialog.talk1Timeline.audioGroup.subtitle.Text","How ‘bout you lemme be a Cerim too? Wear a bit of that fancy armor I saw you got stashed down below.","ما رأيك لو تجعلني سيريماً أيضاً؟ أرتدي جزءاً من ذلك الدرع الفاخر الذي رأيتك تخفيه بالأسفل."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipCrew.bosunDialog.defaultInteraction1.audioGroup.subtitle.Text","Should never have let your kind come aboard. You’ll be our doom, you will.","ما كان ينبغي لنا السماح لبني جنسك بالصعود على متن السفينة قط. ستكونون هلاكنا، نعم هلاكنا."
"needsReview.AddressableAssets.quantumPrefabs.characters.NPCs.storyNPCs.shipCrew.tutorialShipCrew.deckhandDialog.defaultInteraction1.audioGroup.subtitle.Text","I... Please don’t hurt me.","أنا... أرجوك لا تؤذِني."
